date_index,horas_operacion,toneladas,au_cabeza,ag_cabeza,pb_cabeza,zn_cabeza,fe_cabeza,cu_cabeza,au_concentrado_pb,ag_concentrado_pb,pb_concentrado_pb,zn_concentrado_pb,fe_concentrado_pb,cu_concentrado_pb,au_colas_pb,ag_colas_pb,pb_colas_pb,zn_colas_pb,fe_colas_pb,cu_colas_pb,au_concentrado_zn,ag_concentrado_zn,pb_concentrado_zn,zn_concentrado_zn,fe_concentrado_zn,cu_concentrado_zn,au_colas_zn,ag_colas_zn,pb_colas_zn,zn_colas_zn,fe_colas_zn,cu_colas_zn,au_concentrado_fe,ag_concentrado_fe,pb_concentrado_fe,zn_concentrado_fe,fe_concentrado_fe,cu_concentrado_fe,au_colas_fe,ag_colas_fe,pb_colas_fe,zn_colas_fe,fe_colas_fe,cu_colas_fe,au_recuperacion,ag_recuperacion,pb_recuperacion,zn_recuperacion,fe_recuperacion,au_contenido,ag_contenido,pb_contenido,zn_contenido,ag_concentrado_pb_ley,pb_concentrado_pb_ley,zn_concentrado_pb_ley,ag_concentrado_zn_ley,zn_concentrado_zn_ley,au_concentrado_fe_ley,ag_concentrado_fe_ley,fe_concentrado_fe_ley
2024-06-02_1,12.0,1988.63,1.55,630.95,1.98,3.35,9.815,0.051,21.58,10775.06,46.62,9.49,6.49,0.687,0.6,135.06,0.2,3.29,7.84,0.03,1.1,974.89,0.94,52.8,8.99,0.52,0.5,74.12,0.13,0.14,6.39,0.01,2.4,575.91,0.44,0.75,39.5,0.05,0.57,32.93,0.12,0.09,4.22,0.01,76.7210015364466,95.71249502188635,91.83996284187047,85.24676928866718,37.24959207826246,2.420239510499393,1200.9296523544558,41.23557798328856,64.30652589413245,10775.066381559984,44.49124720508216,9.344579943456113,975.042768695918,50.1433794221803,2.231127762047906,576.0984814861089,40.20517032356239
2024-06-02_2,12.0,2003.74,1.65,513.42,1.82,3.23,8.668,0.042,19.77,11189.22,48.65,9.73,6.7,0.718,0.57,145.19,0.19,3.17,8.21,0.03,1.1,999.42,0.98,53.6,9.02,0.53,0.43,80.74,0.13,0.15,7.01,0.01,1.8,406.79,0.33,0.6099999999999994,32.74,0.04,0.27,36.43,0.11,0.1,4.6,0.01,81.69101360770492,94.38453163871232,89.72152626777093,87.88606128058227,44.129368160984185,1.967255173656504,970.9904944232696,32.54490012540702,66.84605442090476,11189.179929742531,48.71336831767399,9.581010119083368,999.702713939998,49.20805244212009,1.847083688650888,407.0273529144624,32.46341164269152
2024-06-03_1,12.0,1834.36,1.9,670.54,1.59,2.94,8.873,0.052,21.58,10846.05,40.62,11.06,8.19,0.6,0.57,126.26,0.17,3.14,8.3,0.02,1.1,936.94,0.74,51.11,8.99,0.45,0.37,69.02,0.12,0.12,6.96,0.01,1.6,354.06,0.29,0.4399999999999999,32.69,0.03,0.3,28.96,0.09,0.1,3.91,0.01,86.2968846533705,96.64229517134024,92.35935488343956,81.84121090680941,46.860170650681,2.5585876137913783,1188.7115961838747,33.48784360457101,54.37966120317087,10846.034437114778,35.95554294560124,10.6483602401031,937.0779726186616,47.36167056343902,1.5411960668552076,354.199416880219,33.22739406654467
2024-06-03_2,12.0,1900.9,1.9,572.78,1.68,3.14,7.378,0.039,22.36,10036.13,39.82,12.01,6.71,0.53,0.5,102.08,0.14,2.7,7.07,0.02,1.3,976.52,0.69,52.67,9.1,0.47,0.4,61.32,0.08,0.1,5.94,0.01,2.8,457.98,0.28,0.5100000000000002,38.23,0.04,0.27,22.13,0.06,0.08,3.08,0.01,87.0054536378451,96.79950365740784,94.39854805887828,77.23178417490158,48.70938814439032,2.6367694096287284,1053.9505875109394,33.95777403244906,43.51086290537026,10036.09598663338,37.70167062619346,12.110818353615176,976.3254231841876,53.93943125835064,2.599164402181912,458.0955726954989,38.91399793489745
2024-06-04_1,12.0,1917.58,1.3,718.51,2.35,3.84,8.291,0.046,19.79,11586.76,43.0,10.05,6.77,0.47,0.6,134.68,0.16,3.37,8.98,0.02,0.9,813.84,0.58,52.58,9.47,0.43,0.4,57.56,0.16,0.12,5.67,0.01,2.2,438.63,0.3400000000000001,0.6000000000000001,41.05,0.04,0.3,25.660000000000004,0.09,0.08,2.96,0.01,83.6625854648725,97.19113228541993,93.30255894493251,87.2304360671352,42.1848638597401,2.285476974440682,1339.0998088879846,42.038353275470335,78.68113884346499,11586.775069601355,43.00217794030382,9.78606350865318,814.4917336792469,42.43580761685007,2.1823233680826344,438.7398796989841,42.622111601276
2024-06-04_2,12.0,1954.77,1.4,592.67,1.59,3.19,6.978,0.033,22.6,12744.33,46.0,11.16,6.67,0.5,0.47,130.61,0.2,3.32,8.04,0.02,0.9,933.67,0.64,53.17,9.33,0.41,0.4,80.22,0.11,0.1099999999999999,6.09,0.01,2.4,535.08,0.37,0.7200000000000002,41.37,0.04,0.3,29.66,0.1,0.09,3.47,0.01,83.36073488092839,95.91698593009036,91.50037047262929,85.04625138325346,51.313397237022784,2.140980896648424,1111.2304508494244,31.72460862452532,58.243584387973776,12744.316761115188,44.30421044172203,11.041651591710917,933.5762960927808,52.37744473835043,2.1817469708516954,535.4360331351065,40.40721891496218
2024-06-05_1,12.0,1965.45,1.3,584.46,1.4,2.93,7.411,0.03,16.59,9848.92,44.54,10.96,9.36,0.43,0.57,137.67,0.19,3.04,9.16,0.02,1.1,1103.63,0.77,51.42,11.03,0.4,0.47,94.55,0.14,0.17,7.28,0.01,1.8,368.17,0.3,0.6600000000000001,34.05,0.04,0.27,34.26,0.09,0.09,4.28,0.01,84.85944189021862,95.6119786146497,89.47972517522776,68.89100384162558,37.24959207826246,1.0138970200272477,518.4618277018434,12.293685646896831,19.941623017906625,9848.920968471692,28.800789414388184,10.6483602401031,1103.1224117939744,52.69759945449282,1.7097044306974412,368.6368307283791,30.22766021602997
2024-06-05_2,12.0,1965.45,1.3,795.2,2.15,3.39,8.789,0.038,23.16,11013.67,30.47,10.96,9.66,0.44,0.53,137.67,0.19,3.3,8.94,0.03,1.1,1556.35,1.64,52.28,9.47,0.32,0.4,80.22,0.24,0.14,7.84,0.02,2.63,1026.3085714285714,1.1742857142857144,1.04,30.93142857142857,0.1357142857142856,0.5142857142857142,36.43,0.2,0.2157142857142857,7.265714285714286,0.0114285714285714,80.30551665338214,91.86588614692246,89.72152626777093,72.02247578395409,21.97991608346789,1.43297654176349,625.0599796901732,10.360295611295886,27.21412238337082,11013.753017301688,32.28492781073964,10.6483602401031,1556.5343146739824,49.20805244212009,2.7464203352746317,1026.4868993327657,29.542750604800105
2024-06-06_1,12.0,1997.41,1.25,446.97,1.48,3.06,6.552,0.031,20.19,11711.22,51.23,8.86,5.19,0.46,0.53,208.75,0.28,3.07,6.54,0.02,1.8,1103.63,0.77,50.16,9.33,0.41,0.43,89.49,0.14,0.27,5.67,0.01,2.901428571428572,940.6428571428572,0.6657142857142857,1.894285714285714,34.34285714285714,0.0571428571428571,0.3371428571428571,43.55142857142857,0.1142857142857143,0.1114285714285714,4.308571428571429,0.0102857142857142,70.03467051624506,91.47433877623229,79.6585096602588,88.05203702334738,26.49139742650906,1.3560516033582328,816.6667551131958,21.514049084226176,56.4144884604718,11711.16907515878,52.0074887747859,8.837343382323223,1103.1224117939744,49.48515018484899,2.881837936006656,940.6918155355836,34.55025877068804
2024-06-06_2,12.0,2060.07,1.15,419.81,1.14,2.64,6.238,0.029,21.36,10822.17,44.54,10.96,6.49,0.57,0.47,121.97,0.11,2.52,6.23,0.02,1.1,1320.19,0.64,52.28,8.94,0.41,0.37,63.82,0.07,0.16,5.46,0.01,2.4114285714285715,656.1571428571428,0.5114285714285715,1.4528571428571428,36.123,0.0381428571428571,0.27,34.050000000000004,0.0842857142857142,0.0871428571428571,3.904571428571429,0.0088571428571428,75.65447306978325,92.83977022811054,91.73737366958194,83.86605357634626,27.771640488241868,1.5969278509012237,802.9136008065084,24.38685327568949,47.86872979064437,10822.15794582222,42.528706013720345,10.90757155738899,1320.1971103582482,51.64167144244075,2.459678643448157,656.1516138098632,36.50945347178382
2024-06-07_1,12.0,2094.79,1.0,484.57,1.39,2.75,7.078,0.0209999999999999,16.6,10753.33,43.39,10.03,7.66,0.45,0.53,183.44,0.16,3.42,8.95,0.02,0.7,1041.43,0.66,53.86,9.47,0.3,0.4,75.91,0.08,0.12,6.12,0.01,2.36,787.0,0.59,1.04,41.05,0.03,0.37,56.15,0.08,0.1,5.62,0.01,65.95318444269905,90.26569796894871,89.2802971989286,91.10953573261204,15.094529485892544,1.290595095280836,916.2621723936282,25.91780876634453,80.95095338969651,10753.361890445973,43.42837935880948,9.546212189173527,1042.057178690715,35.73983093625392,2.369332352000028,787.4723106818258,40.06935073377336
2024-06-07_2,12.0,2025.38,1.2,525.92,1.22,2.94,7.439,0.023,17.65,11319.33,45.45,9.71,7.01,0.43,0.43,99.04,0.14,2.88,7.85,0.02,1.0,1080.95,0.57,53.46,9.6,0.34,0.39,80.21,0.1,0.1,6.53,0.01,2.57,778.85,0.48,1.25,41.37,0.04,0.37,52.55,0.08,0.08,5.78,0.01,71.99253661347744,90.92834900541104,93.3501910689581,67.87442408144983,22.531216932769613,1.619515340704704,968.5577272709296,30.28486466279836,21.274505568796272,11319.317892335685,39.30220580281519,10.210059852826538,1078.3684247862714,57.881315542747096,2.5200471238844786,779.2817529427518,40.40721891496218
2024-06-08_1,12.0,2007.98,1.1,519.61,1.65,3.48,7.732,0.027,15.6,10752.6,46.54,9.84,6.77,0.43,0.5,211.51,0.21,3.55,8.42,0.02,0.9,1424.3,0.95,50.29,10.07,0.32,0.43,92.49,0.14,0.12,6.94,0.01,2.274285714285714,707.202857142857,0.4942857142857143,1.157142857142857,42.17257142857143,0.0421428571428571,0.3414285714285714,45.83857142857143,0.1128571428571428,0.0985714285714285,5.172142857142857,0.009,82.23252863761627,92.75117443726828,86.97665062546083,90.29169937591608,33.46944514450737,1.3695624790563268,967.734672973337,27.596278401983977,76.87044741971245,10752.591969917776,47.020164936645855,9.685057960730962,1424.4993752627286,44.133827796521565,1.749716733301094,707.4915636607101,41.84896035843977
2024-06-08_2,12.0,1965.45,1.15,498.24,1.42,2.54,6.948,0.028,15.19,10307.2,41.95,11.4,7.65,0.49,0.47,188.48,0.18,2.53,7.95,0.02,0.7,1429.78,0.83,50.1,9.9,0.35,0.47,103.43,0.11,0.2,6.26,0.01,2.3657142857142857,677.5985714285714,0.4757142857142857,1.2285714285714286,42.53142857142857,0.0442857142857142,0.3442857142857143,42.90714285714285,0.1071428571428571,0.1057142857142857,4.86,0.01,83.07161071857037,92.93143284733266,88.37822463207812,83.60210490715512,45.50153136636036,1.340727969626616,910.0457511581316,25.10075504781719,52.63836435944202,10307.179268567666,41.7180316207796,11.061864088705326,1429.980016303012,43.09169264027819,1.530884007130256,678.164670892595,40.06935073377336
2024-06-09_1,12.0,1884.21,1.81,630.94,1.56,2.73,7.332,0.03,25.25,12227.39,40.4,11.58,8.16,0.44,0.95,166.11,0.2,2.8,8.15,0.02,2.13,1381.14,1.6,50.16,10.31,0.31,0.47,94.6,0.12,0.16,6.94,0.01,2.952857142857143,930.2914285714286,0.75,3.052857142857143,35.72757142857143,0.0675714285714285,0.5171428571428571,62.59428571428571,0.1414285714285714,0.1128571428571428,5.502142857142857,0.0137142857142857,69.27861460028406,91.32404741341668,87.96490552753224,80.74951194734892,16.65956690949267,2.2691410270121413,1085.681695289633,28.31570616966206,48.21569223915486,12227.401446055124,38.99399582141275,11.328476876905588,1381.1648984631345,47.88422482678367,3.0640064004943537,930.1424469136032,36.031845282001775
2024-06-09_2,12.0,1999.57,1.76,616.32,1.48,2.88,7.304,0.029,22.25,13203.45,49.67,10.04,6.73,0.41,0.93,210.45,0.2,3.05,7.77,0.02,1.73,1235.31,0.78,50.43,10.63,0.31,0.69,110.57,0.13,0.18,7.04,0.01,3.0028571428571427,1108.2728571428572,0.9171428571428571,3.557142857142857,36.772,0.0728571428571428,0.4985714285714285,66.08285714285715,0.1357142857142857,0.1185714285714285,5.8020000000000005,0.009,67.54151570120332,90.9388864542902,88.3643623309925,87.23068997419762,18.650313507449905,1.989534672090057,1120.7080821569568,29.830252871870997,67.77440458518404,13203.469188813948,47.7575721935056,9.71245278359551,1235.6879410713009,39.41272364081299,3.1062143758711978,1108.290053987611,36.78787956973549
2024-06-10_1,12.0,2022.67,1.75,711.88,2.05,3.37,7.88,0.044,19.18,12874.01,50.79,9.81,6.64,0.53,0.57,160.16,0.23,3.4,9.09,0.02,1.1,1026.73,1.12,53.17,9.29,0.38,0.47,103.34,0.15,0.13,7.11,0.01,2.8,1245.98,0.82,2.46,41.9,0.09,0.4,50.99,0.15,0.1,5.56,0.01,75.46997742719647,93.85143671110318,90.813784947544,84.41876409678298,21.85454642466961,2.145768087573217,1351.3652687337944,42.89675654680588,62.28612726966381,12873.981944110452,48.871633654766185,9.721019041963997,1026.6982469388788,52.31212686287983,2.8036034297301318,1245.996509610602,42.279286661833446
2024-06-10_2,12.0,1931.12,1.6,504.66,1.54,2.68,7.826,0.044,25.35,11502.21,46.73,11.06,7.93,0.64,0.65,124.86,0.19,2.67,8.52,0.02,1.2,1050.3,0.96,53.77,9.55,0.41,0.43,77.43,0.12,0.12,6.49,0.01,2.4,749.57,0.5,1.23,42.6,0.05,0.37,38.66,0.12,0.09,5.11,0.01,76.3900600421247,93.34012138296352,90.00210337654755,83.42884600250461,28.97893139948025,2.0458819934787944,909.6545737646064,29.284131040860625,47.75135299999189,11502.192472234685,45.42642624696518,10.92520446660706,1050.2803257982248,52.47034741194732,2.415460230942334,749.8296305708199,42.751186760985085
2024-06-11_1,12.0,1905.18,1.25,528.41,1.47,3.02,6.924,0.028,18.9,11725.66,48.3,11.38,6.77,0.44,0.8,188.48,0.18,3.71,8.93,0.02,1.47,1406.21,0.79,54.07,8.64,0.34,0.62,106.4,0.1,0.13,6.58,0.01,2.64,1061.33,0.44,1.3000000000000005,43.59,0.04,0.5,46.3,0.1,0.1,5.19,0.01,64.63395636154935,93.05548648615031,84.36729865620582,92.40061137832892,28.994890358749576,1.4155464181792528,936.8045973407104,19.936568088153336,82.74185716218875,11725.773687638752,49.73626002095711,10.960852763721116,1406.760696164215,47.02442741825454,2.66176384903624,1061.5562909374437,43.26606251874691
2024-06-11_2,11.0,1778.32,1.03,535.83,1.46,2.95,7.218,0.032,12.25,9850.19,50.6,10.11,6.22,0.46,0.65,210.45,0.17,3.33,8.15,0.02,2.03,1406.21,1.22,53.0,8.64,0.34,0.5,150.31,0.08,0.12,5.84,0.01,2.8,1061.33,0.52,1.85,42.9,0.05,0.4,57.39,0.1,0.09,5.63,0.0082857142857142,65.46109953970443,90.72626558000444,88.9196390572905,89.0589089871821,25.47331288169916,1.117190590192339,864.5099072718697,23.722810746423534,57.2402773817628,9850.181466955584,50.277759332020665,9.93242514378335,1406.760696164215,49.264485464199495,2.8036034297301318,1061.5562909374437,42.47124882375269
2024-06-12_1,11.457368421052632,1939.531818086519,1.4516947551811024,530.6662005027559,1.5259409627874017,2.7848621766732284,7.428112756279527,0.0468842703425196,25.710978217821783,12528.663418498025,49.67,10.245832015810278,7.772343873517786,0.6932693069306931,0.6235513833992095,144.26978260869566,0.2172450592885375,2.596879446640316,7.291853754940711,0.0288707753479125,1.764984220907298,1145.780849516765,1.2546015779092703,49.684905325443786,10.62000986193294,0.4171321499013806,0.4980848126232741,86.15146400508876,0.1596449704142012,0.2719901380670611,6.847465483234714,0.0198238993710691,2.721922222222222,843.5350111111111,0.8867333333333334,3.6918592592592594,35.16295185185185,0.0862857142857143,0.3857011070110701,52.40366420664206,0.1497675276752767,0.1435313653136531,5.322642066420665,0.01,74.21173826994959,91.34345696479286,89.94397456257957,81.23654067520417,19.504963598211383,1.9761758047432316,940.147032618919,37.69045736110417,48.45628330703049,12528.662734225849,62.28393523488572,10.141241734385453,1145.93387712587,47.02442741825454,2.7604396039372894,843.4463892697207,35.40400281546246
2024-06-12_2,11.457368421052632,1939.531818086519,1.4516947551811024,530.6662005027559,1.5259409627874017,2.7848621766732284,7.428112756279527,0.0468842703425196,25.710978217821783,12528.663418498025,50.6,10.245832015810278,7.772343873517786,0.6932693069306931,0.6235513833992095,144.26978260869566,0.2172450592885375,2.596879446640316,7.291853754940711,0.0288707753479125,1.764984220907298,1145.780849516765,1.2546015779092703,49.684905325443786,10.62000986193294,0.4171321499013806,0.4980848126232741,86.15146400508876,0.1596449704142012,0.2719901380670611,6.847465483234714,0.0198238993710691,2.721922222222222,843.5350111111111,0.8867333333333334,3.6918592592592594,35.16295185185185,0.09,0.3857011070110701,52.40366420664206,0.1497675276752767,0.1435313653136531,5.322642066420665,0.01,74.21173826994959,91.34345696479286,89.94397456257957,81.23654067520417,19.504963598211383,1.9761758047432316,940.147032618919,37.69045736110417,48.45628330703049,12528.662734225849,62.28393523488572,10.141241734385453,1145.93387712587,47.02442741825454,2.7604396039372894,843.4463892697207,35.40400281546246
2024-06-13_1,12.0,1999.57,1.544857142857143,518.8242857142857,1.3657142857142857,2.49,7.162285714285714,0.0417142857142857,27.255714285714284,12327.957142857143,40.55,11.592857142857143,8.444285714285714,0.7757142857142857,0.7542857142857143,170.2728571428571,0.2528571428571429,2.434285714285714,7.497142857142857,0.0242857142857142,2.011428571428572,1122.3014285714285,1.2657142857142858,47.32857142857143,12.227142857142857,0.4628571428571428,0.5385714285714286,96.87428571428572,0.1742857142857143,0.3999999999999999,6.938571428571429,0.0171428571428571,2.402857142857143,662.1800000000001,0.9871428571428572,3.557142857142857,33.52285714285714,0.1485714285714285,0.4185714285714285,52.114285714285714,0.19,0.1142857142857143,5.97,0.0142857142857142,75.51687348613169,91.60564062603936,81.11861242105226,76.4549720374314,28.154402847739,2.0458819934787944,994.1798320169784,1.1459212097439042,2.5188332735322656,12327.972265298611,40.0826375063196,11.177154207107217,1122.6996678489425,36.34455974273404,2.4208400589231043,662.4844766556988,32.69587019729233
2024-06-13_2,12.0,2015.18,1.28,590.29,1.97,3.37,7.926,0.032,19.0,12359.51,59.36,6.37,5.0,0.48,0.65,181.9,0.2172450592885375,3.49,7.71,0.03,1.764984220907298,1145.780849516765,1.2546015779092703,49.06,9.29,0.42,0.5,106.4,0.15,0.13,8.32,0.01,3.562857142857143,1245.98,0.82,3.19,29.904285714285717,0.09,0.5657142857142857,52.40366420664206,0.1497675276752767,0.11,6.607142857142858,0.01,78.37312089903156,89.83567502148207,89.94397456257957,83.42884600250461,25.47331288169916,2.20549327481459,1068.6327733553608,35.822552164233564,57.2402773817628,12360.314895119243,58.76452932219486,6.364874254600008,1145.93387712587,47.291239975270535,2.9440735966852785,1245.996509610602,36.45389311225371
2024-06-14_1,12.0,1992.57,1.54,547.95,1.56,2.92,7.417,0.034,23.75,11281.07,53.06,7.74,6.37,0.51,0.86,247.69,0.2,2.85,7.39,0.02,2.74,1406.21,1.2546015779092703,53.4,9.07,0.36,0.52,106.4,0.16,0.13,7.26,0.01,2.721922222222222,1061.33,0.82,3.19,32.005,0.1434285714285714,0.5428571428571428,83.66857142857143,0.1885714285714285,0.1585714285714285,6.696857142857143,0.0098571428571428,66.34878766437622,86.46466472491754,84.4664813161841,70.6532396782557,21.9827181934128,1.9261006156151743,944.0460557771744,27.27805829773566,37.97092334060654,11281.055191044565,52.6444660185754,7.776773811094416,1406.760696164215,54.82833349288799,2.7604396039372894,1061.5562909374437,31.602176277894472
2024-06-14_2,12.0,2086.94,1.87,728.21,2.1,3.99,8.776,0.039,13.84,11725.66,48.3,8.82,7.91,0.31,0.95,247.69,0.2,2.97,6.8,0.02,2.08,1716.1,1.51,53.8,9.15,0.35,0.73,140.21,0.13,0.33,6.36,0.01,2.721922222222222,1061.33,1.1257142857142857,4.645714285714286,35.28928571428571,0.0948571428571428,0.5214285714285715,71.44714285714286,0.1628571428571428,0.1228571428571428,5.945428571428572,0.0084285714285714,75.66001528614778,92.05881236605082,89.97978781136906,79.05511034404694,19.011829754910693,2.8860404276791987,1399.0458966041265,42.37057099408714,72.87154843593522,11725.773687638752,27.20117755148055,8.679571329249313,1716.4449384655204,45.64052359893705,2.7604396039372894,1061.5562909374437,35.069838758080735
2024-06-15_1,12.0,2084.69,1.35,713.1,1.7,3.43,7.073,0.031,16.17,10372.72,55.13,10.81,4.97,0.51,0.65,181.9,0.27,2.93,7.22,0.02,3.0,1403.59,1.29,51.13,9.25,0.32,0.66,103.34,0.15,0.35,6.42,0.01,2.721922222222222,868.1,1.0828571428571427,4.517142857142858,37.489285714285714,0.0862857142857143,0.5014285714285714,70.7357142857143,0.15,0.1142857142857143,5.741142857142857,0.0112857142857142,73.63480342206054,91.84699556072728,84.07648589499425,82.22146204599764,35.05002474047985,2.1755345007118807,1365.3904741771194,35.822552164233564,67.85997345283056,10372.737486207405,52.67226760783217,10.663778586971514,1403.3218368886871,44.19410123416836,2.7604396039372894,868.2455150404364,35.944442011757296
2024-06-15_2,12.0,2092.31,1.64,788.78,1.98,3.33,7.91,0.035,21.75,12469.96,45.96,10.46,7.41,0.41,0.62,256.68,0.24,3.14,7.39,0.02,2.39,1145.780849516765,1.85,51.77,9.33,0.31,0.59,106.77,0.08,0.1099999999999999,6.31,0.01,2.721922222222222,843.5350111111111,0.71,3.19,36.43,0.06,0.57,52.40366420664206,0.13,0.11,6.39,0.01,70.86837711946711,89.72057814970907,89.66644376365734,86.20842267313634,3.101179353038401,2.401290689294921,1480.7235544241732,40.673026666044,72.0030851433204,12469.957061529656,44.61893766486823,10.215908048086602,1145.93387712587,45.76416191669233,3.731433210503423,843.4463892697207,36.45389311225371
2024-06-16_1,12.0,2205.26,1.75,711.88,2.05,3.37,7.88,0.044,19.18,12874.01,50.79,9.81,6.64,0.53,0.57,160.16,0.23,3.4,9.09,0.02,1.1,1026.73,1.12,53.17,9.29,0.38,0.47,103.34,0.15,0.13,7.11,0.01,2.8,1245.98,0.82,2.46,41.9,0.09,0.4,50.99,0.15,0.1,5.56,0.01,75.46997742719647,93.85143671110318,90.813784947544,84.41876409678298,21.85454642466961,2.3394703697596317,1473.3554027735065,46.76912266578786,67.90880619315006,12873.981944110452,48.871633654766185,9.721019041963997,1026.6982469388788,52.31212686287983,2.8036034297301318,1245.996509610602,42.279286661833446
2024-06-16_2,12.0,2110.56,1.6,504.66,1.54,2.68,7.826,0.044,25.35,11502.21,46.73,11.06,7.93,0.64,0.65,124.86,0.19,2.67,8.52,0.02,1.2,1050.3,0.96,53.77,9.55,0.41,0.43,77.43,0.12,0.12,6.49,0.01,2.4,749.57,0.5,1.23,42.6,0.05,0.37,38.66,0.12,0.09,5.11,0.01,76.3900600421247,93.34012138296352,90.00210337654755,83.42884600250461,28.97893139948025,2.23598569750021,994.1798320169784,32.00521749533887,52.188416870864,11502.192472234685,45.42642624696518,10.92520446660706,1050.2803257982248,52.47034741194732,2.415460230942334,749.8296305708199,42.751186760985085
2024-06-17_1,12.0,2001.93,1.39,768.22,2.25,4.13,9.328,0.034,16.31,12264.34,46.0,8.61,7.5,0.4,0.59,181.9,0.23,3.6,9.01,0.02,1.06,1094.56,1.18,52.9,9.56,0.24,0.48,111.3,0.15,0.1099999999999999,7.27,0.0095714285714285,1.58,868.1,0.46,0.6600000000000001,39.5,0.0199999999999999,0.39,63.87,0.13,0.09,5.8,0.009,73.68681254529685,93.0903250266767,91.09415588560368,87.2028390552702,25.47628477881837,1.935585432231926,1431.6572071093374,43.78107914171071,71.25549118215672,12264.340056586128,45.066865858291656,8.619260960098812,1094.6461823117115,52.10457925579897,1.6055347774990305,868.2455150404364,39.80971853806126
2024-06-17_2,12.0,2062.53,1.35,693.42,1.85,3.73,8.246,0.029,15.0,11349.62,44.12,9.46,8.71,0.39,0.66,247.69,0.23,3.46,8.06,0.02,1.47,1775.38,2.0,50.93,9.92,0.27,0.52,90.07,0.12,0.1099999999999999,7.55,0.01,1.92,699.4,0.41,0.73,40.96,0.0199999999999999,0.32,47.25,0.11,0.09,5.13,0.0115714285714285,74.90765305891722,94.46045309370172,86.97883914724972,89.16062136024739,29.830404391503173,1.984502299851275,1339.2821029825527,3.474977051602488,7.921892152690008,11349.618910965795,43.0908168050157,9.301598029099676,1775.5998365720657,43.9397631451524,2.025258030104779,699.3707880003329,41.22067571859996
2024-06-18_1,12.0,1945.07,1.4,653.43,1.9,3.79,8.526,0.036,16.61,11492.23,44.57,9.2,8.5,0.47,0.62,156.92,0.25,3.5,9.12,0.02,1.21,1091.33,1.29,51.09,10.6,0.32,0.53,89.16,0.16,0.2,8.15,0.01,2.12,730.4,0.54,2.93,37.1,0.06,0.46,59.15,0.14,0.1142857142857143,6.62,0.01,69.36121893909421,92.29024571726464,89.22719292171854,75.8630241315451,17.613710453867114,1.767684506137851,1172.9786506666162,36.60249937729687,61.02005496356278,11492.22927158256,42.96162228990298,9.120617979489015,1091.5763279738928,48.536221650630274,2.130906023619968,730.3093815187808,37.29954672506467
2024-06-18_2,12.0,2062.53,1.28,667.37,2.02,3.88,8.919,0.039,13.87,9721.82,43.42,11.79,9.14,0.45,0.52,147.89,0.21,3.19,9.08,0.02,1.56,1403.59,1.85,50.93,10.73,0.29,0.43,84.98,0.12,0.15,7.89,0.01,2.2,577.26,0.37,0.94,42.51,0.0199999999999999,0.29,37.01,0.11,0.1,5.05,0.01,79.06601906972607,95.44886484189388,91.7279064572324,75.10224813745793,39.74966042520538,1.984502299851275,1313.8256098780578,45.15923277370888,50.00099023107947,9721.814459631763,40.35222723517808,12.065130606679292,1403.3218368886871,53.71728193225645,1.519904728287781,577.4085373903993,42.62344985886262
2024-06-19_1,12.0,2062.53,1.77,629.52,2.2,4.16,8.959,0.046,18.99,9769.99,43.36,8.59,8.63,0.53,0.66,141.54,0.25,4.13,8.97,0.02,0.78,841.88,1.11,51.15,10.74,0.29,0.59,88.61,0.14,0.2,8.26,0.01,2.12,638.0,0.42,2.6,38.26,0.03,0.43,48.87,0.13,0.1,6.42,0.01,75.51586887638808,93.61044274309933,91.15552005502902,84.34860176720827,26.08739424695973,1.7941768197454746,892.0180560676174,32.48315859645075,52.51075660474696,9769.97321398863,42.34208355743724,8.599291640400255,841.704218837709,51.99263269998083,2.182704387181128,638.0955470997047,38.279730199062605
2024-06-19_2,11.0,1871.68,1.77,779.54,2.8,4.16,9.21,0.044,18.41,11098.04,53.91,7.94,6.57,0.53,0.62,173.73,0.25,4.13,9.36,0.03,3.42,1050.3,1.82,51.09,10.71,0.27,0.48,103.34,0.16,0.23,9.16,0.02,2.12,730.4,0.61,2.46,40.64,0.05,0.39,60.78,0.15,0.13,6.62,0.01,69.45081374501092,93.34012138296352,88.65006336412476,83.42884600250461,18.484393403998105,2.1683185537950083,1253.3091832712898,36.86853971938695,39.238363205249584,11097.982072077311,53.570381494020566,8.00915349328383,1050.2803257982248,41.02605530602836,2.182704387181128,730.3093815187808,41.22067571859996
2024-06-20_1,11.0,1859.75,1.69,780.38,2.72,4.16,9.032,0.042,16.21,10716.94,52.23,7.02,6.87,0.42,0.73,203.0,0.27,4.13,10.26,0.02,1.26,1056.3,1.82,51.55,10.71,0.28,0.63,115.32,0.22,0.23,8.34,0.01,2.33,1116.98,1.01,1.93,40.64,0.04,0.39,73.24,0.19,0.13,6.62,0.01,74.808807286961,92.28080406443698,85.95555760824195,76.00370819823117,8.62678735452137,2.094206776459541,1339.2821029825527,50.99741090915687,78.77002041040929,10716.951568612232,49.93408312961709,6.955482797571412,1056.5202311992557,48.1085630556101,2.4324078750495413,1116.923792178252,41.22067571859996
